chain,address,evidence_path,llm_proposed_label,llm_confidence,llm_risk_categories,llm_summary,llm_uncertainties,explorer_link,decision,final_label,final_confidence,corrected_risk_categories,comment
ethereum,0x0e04736a85433445ef602d07946671685ec94647,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x0e04736a85433445ef602d07946671685ec94647.json,B,medium,,0x0e04736a85433445ef602d07946671685ec94647: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x0e04736a85433445ef602d07946671685ec94647,,,,,
ethereum,0x144ad9513c77bd80ab6e6028f87777d848307b83,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x144ad9513c77bd80ab6e6028f87777d848307b83.json,R2,low,ownership_admin_capability; token_movement_capability,"0x144ad9513c77bd80ab6e6028f87777d848307b83 exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x144ad9513c77bd80ab6e6028f87777d848307b83,,,,,
ethereum,0x215142fefa83fc7909e9702dc0a76727aa040750,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x215142fefa83fc7909e9702dc0a76727aa040750.json,B,high,,0x215142fefa83fc7909e9702dc0a76727aa040750: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x215142fefa83fc7909e9702dc0a76727aa040750,,,,,
ethereum,0x217c037a79bc3a46f6bde8fd62bf5745afa1282b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x217c037a79bc3a46f6bde8fd62bf5745afa1282b.json,R2,low,ownership_admin_capability; token_movement_capability; destructive_capability_selfdestruct,"0x217c037a79bc3a46f6bde8fd62bf5745afa1282b exposes ownership_admin_capability, token_movement_capability, destructive_capability_selfdestruct based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | As above, linear-sweep SELFDESTRUCT counts are not confirmed reachable code. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x217c037a79bc3a46f6bde8fd62bf5745afa1282b,,,,,
ethereum,0x252fe07aff7bf7f39704a615b1b347827e90db7f,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x252fe07aff7bf7f39704a615b1b347827e90db7f.json,B,medium,,0x252fe07aff7bf7f39704a615b1b347827e90db7f: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x252fe07aff7bf7f39704a615b1b347827e90db7f,,,,,
ethereum,0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2.json,R2,low,token_movement_capability,"0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,,,,,
ethereum,0x27dbd0e71b85700e29994d6d3a51f2e32442aa61,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x27dbd0e71b85700e29994d6d3a51f2e32442aa61.json,R2,low,ownership_admin_capability,"0x27dbd0e71b85700e29994d6d3a51f2e32442aa61 exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x27dbd0e71b85700e29994d6d3a51f2e32442aa61,,,,,
ethereum,0x2c6f01799fa9db1e7f2797e5ba892b72b865571d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x2c6f01799fa9db1e7f2797e5ba892b72b865571d.json,R2,low,token_movement_capability,"0x2c6f01799fa9db1e7f2797e5ba892b72b865571d exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x2c6f01799fa9db1e7f2797e5ba892b72b865571d,,,,,
ethereum,0x313ada1527318a5af4626ed9c841d7372ea6119a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x313ada1527318a5af4626ed9c841d7372ea6119a.json,R2,low,unresolved_proxy_delegatecall,"0x313ada1527318a5af4626ed9c841d7372ea6119a exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x313ada1527318a5af4626ed9c841d7372ea6119a,,,,,
ethereum,0x34fff33dc9c0ead473a1878923b3858d8ed04dfb,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x34fff33dc9c0ead473a1878923b3858d8ed04dfb.json,B,medium,,0x34fff33dc9c0ead473a1878923b3858d8ed04dfb: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x34fff33dc9c0ead473a1878923b3858d8ed04dfb,,,,,
ethereum,0x39165d069fb2ad145cafa7c4bf710f4566aa5218,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x39165d069fb2ad145cafa7c4bf710f4566aa5218.json,R2,low,ownership_admin_capability; token_movement_capability,"0x39165d069fb2ad145cafa7c4bf710f4566aa5218 exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x39165d069fb2ad145cafa7c4bf710f4566aa5218,,,,,
ethereum,0x3cf32d4d57e91e0a1c3658884040889dafbe5103,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x3cf32d4d57e91e0a1c3658884040889dafbe5103.json,R2,medium,token_movement_capability,"0x3cf32d4d57e91e0a1c3658884040889dafbe5103 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone.,https://etherscan.io/address/0x3cf32d4d57e91e0a1c3658884040889dafbe5103,,,,,
ethereum,0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b.json,B,high,,0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,,,,,
ethereum,0x438f67c2aa7ff150352295dcb190c19fb6672ad5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x438f67c2aa7ff150352295dcb190c19fb6672ad5.json,R2,medium,unresolved_proxy_delegatecall,"0x438f67c2aa7ff150352295dcb190c19fb6672ad5 exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state.",https://etherscan.io/address/0x438f67c2aa7ff150352295dcb190c19fb6672ad5,,,,,
ethereum,0x47e747f5e8cb5819c966292dd969d989ae9dea5e,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x47e747f5e8cb5819c966292dd969d989ae9dea5e.json,R2,low,token_movement_capability,"0x47e747f5e8cb5819c966292dd969d989ae9dea5e exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x47e747f5e8cb5819c966292dd969d989ae9dea5e,,,,,
ethereum,0x4884d28f048e66a537762334937e01a044cbdfac,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x4884d28f048e66a537762334937e01a044cbdfac.json,B,medium,,0x4884d28f048e66a537762334937e01a044cbdfac: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x4884d28f048e66a537762334937e01a044cbdfac,,,,,
ethereum,0x490aac77c960b0569c8e446ac7e12490bd44ca1d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x490aac77c960b0569c8e446ac7e12490bd44ca1d.json,B,medium,,0x490aac77c960b0569c8e446ac7e12490bd44ca1d: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x490aac77c960b0569c8e446ac7e12490bd44ca1d,,,,,
ethereum,0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14.json,R2,low,token_movement_capability,"0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x4ba78e2deed03706fd8b19c4c1c4eddc5b338a14,,,,,
ethereum,0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x4bf152a41869b2dd66fd9eb6ee250762f3e01671.json,R2,low,unresolved_proxy_delegatecall; token_movement_capability,"0x4bf152a41869b2dd66fd9eb6ee250762f3e01671 exposes unresolved_proxy_delegatecall, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x4bf152a41869b2dd66fd9eb6ee250762f3e01671,,,,,
ethereum,0x4eff4d390d89b2195fe3cb63b06731ae584a1375,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x4eff4d390d89b2195fe3cb63b06731ae584a1375.json,B,medium,,0x4eff4d390d89b2195fe3cb63b06731ae584a1375: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x4eff4d390d89b2195fe3cb63b06731ae584a1375,,,,,
ethereum,0x535023ed14a1862444ec29d0fe07cf3092c73bc2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x535023ed14a1862444ec29d0fe07cf3092c73bc2.json,R2,low,unresolved_proxy_delegatecall,"0x535023ed14a1862444ec29d0fe07cf3092c73bc2 exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x535023ed14a1862444ec29d0fe07cf3092c73bc2,,,,,
ethereum,0x545940f521452b4138b360ad55e28667ea07a8bf,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x545940f521452b4138b360ad55e28667ea07a8bf.json,R2,low,token_movement_capability,"0x545940f521452b4138b360ad55e28667ea07a8bf exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x545940f521452b4138b360ad55e28667ea07a8bf,,,,,
ethereum,0x563f842256263621947cad4deb105e0eaf2deee3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x563f842256263621947cad4deb105e0eaf2deee3.json,R2,low,token_movement_capability,"0x563f842256263621947cad4deb105e0eaf2deee3 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x563f842256263621947cad4deb105e0eaf2deee3,,,,,
ethereum,0x58e02510ae94eff8e555aad51b2440b2527f9cea,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x58e02510ae94eff8e555aad51b2440b2527f9cea.json,R2,low,ownership_admin_capability,"0x58e02510ae94eff8e555aad51b2440b2527f9cea exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x58e02510ae94eff8e555aad51b2440b2527f9cea,,,,,
ethereum,0x5fda61f6fb45b73a87b9bccb69f56475e3455567,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x5fda61f6fb45b73a87b9bccb69f56475e3455567.json,R2,low,token_movement_capability,"0x5fda61f6fb45b73a87b9bccb69f56475e3455567 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x5fda61f6fb45b73a87b9bccb69f56475e3455567,,,,,
ethereum,0x60f1e45497ea06fce6770be67396acfca9bd8512,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x60f1e45497ea06fce6770be67396acfca9bd8512.json,B,medium,,0x60f1e45497ea06fce6770be67396acfca9bd8512: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x60f1e45497ea06fce6770be67396acfca9bd8512,,,,,
ethereum,0x612373d7003d694220f7800eeaf8e3924c0951d3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x612373d7003d694220f7800eeaf8e3924c0951d3.json,R2,low,unresolved_proxy_delegatecall,"0x612373d7003d694220f7800eeaf8e3924c0951d3 exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x612373d7003d694220f7800eeaf8e3924c0951d3,,,,,
ethereum,0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x63c0c19a282a1b52b07dd5a65b58948a07dae32b.json,B,high,,0x63c0c19a282a1b52b07dd5a65b58948a07dae32b: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x63c0c19a282a1b52b07dd5a65b58948a07dae32b,,,,,
ethereum,0x69007702764179f14f51cdce752f4f775d74e139,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x69007702764179f14f51cdce752f4f775d74e139.json,R2,medium,unresolved_proxy_delegatecall; upgradeable_admin_capability,"0x69007702764179f14f51cdce752f4f775d74e139 exposes unresolved_proxy_delegatecall, upgradeable_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here. Documented as Alchemy_SemiModularAccount7702.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Selector presence does not establish that the upgrade function is actually access-controlled -- no guard/reachability analysis was performed.",https://etherscan.io/address/0x69007702764179f14f51cdce752f4f775d74e139,,,,,
ethereum,0x69e6bd1c4082403fc7917a61f6216552fc1a541d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x69e6bd1c4082403fc7917a61f6216552fc1a541d.json,R2,low,ownership_admin_capability,"0x69e6bd1c4082403fc7917a61f6216552fc1a541d exposes ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x69e6bd1c4082403fc7917a61f6216552fc1a541d,,,,,
ethereum,0x6cb8370f4883822965c5c6565df5adca990d7aa3,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x6cb8370f4883822965c5c6565df5adca990d7aa3.json,B,medium,,0x6cb8370f4883822965c5c6565df5adca990d7aa3: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x6cb8370f4883822965c5c6565df5adca990d7aa3,,,,,
ethereum,0x758aa86b0cf3db98105dec5522a799ad4d800942,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x758aa86b0cf3db98105dec5522a799ad4d800942.json,R2,medium,token_movement_capability,"0x758aa86b0cf3db98105dec5522a799ad4d800942 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone.,https://etherscan.io/address/0x758aa86b0cf3db98105dec5522a799ad4d800942,,,,,
ethereum,0x765bb67215871759d0e54cef5796bb79c48ce2e9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x765bb67215871759d0e54cef5796bb79c48ce2e9.json,R2,low,token_movement_capability,"0x765bb67215871759d0e54cef5796bb79c48ce2e9 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x765bb67215871759d0e54cef5796bb79c48ce2e9,,,,,
ethereum,0x7702cb554e6bfb442cb743a7df23154544a7176c,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v1/ethereum_0x7702cb554e6bfb442cb743a7df23154544a7176c.json,R2,low,unresolved_proxy_delegatecall,"0x7702cb554e6bfb442cb743a7df23154544a7176c exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here. Documented as Coinbase_EIP7702Proxy.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x7702cb554e6bfb442cb743a7df23154544a7176c,,,,,
