item_id,postcutoff_project_family_id,provenance_status,evidence_reference,evidence_notes,related_canonical_family_ids,related_control_projects,auditor_id,exclusion_reason
ethereum:0x0b8d765cc8bce6d1b53d1d525ed944da082bf1fe,PF_ANON_2E2D26836F5A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0011,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00007;F00709;F00740;F01083;F01165,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x0cdd0482d874f4146d1e6ed06bdd0f6aad1caacc,PF_ANON_BEE1CC749F48,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0012,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x0e156ecdcab59fe16963a0de55137f4e3067759a,PF_ANON_05C8D20CBDC5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0013,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00006;F00121;F00187;F00188;F00189;F00195,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x0e980bc81314178679618c97f982a29999999999,PF_ANON_5E93A30B4D90,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0014,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1000000000a6e3b8367e006089243cb67f08523f,PF_ANON_67DA2E2CF37D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0015,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00124;F00132;F00152;F00815;F01030,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x145422173bdcdad12c2ee7b202cbc0655bb9f3ab,PF_ANON_0A0FEDE09BDF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0016,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01203,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1768774c969070f8f6f7ad198c7919cdfcb0c282,PF_ANON_C1B9755A3A4E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0017,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00867,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1ae5084bc47dc47d5aaee5d449436f13dbf74cfc,PF_ANON_837CEE38CADE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0018,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00768,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1fefc17c59d15d03bcc421c517e4f7bd97d4af3e,PF_ANON_00AB70962582,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0019,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00083;F00113;F00142;F00663;F00812;F00846;F01015;F01118;F01124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x21fa706a418864eadce19afd2791a178f4b3485e,PF_ANON_EB2ADDE5568B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0020,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01040,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2370e974410a31a453187a019e3ea8b65c959d32,PF_ANON_4D7A9E8F84A3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0021,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00679;F00806;F01146;F01166;F01283,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x23a712d44df46bc48ce3481edd843730c8bb32c4,PF_ANON_EABE3763B27D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0006,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,PF_ANON_62ED71EC4541,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0022,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00183;F00968;F01161,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x26c2c4787804bb155a6be1363ab2e6cab59064da,PF_ANON_C3651B082BB7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0023,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01178,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x27d860cfe4d39d2dafe1e5e7a218e0fff67ef776,PF_ANON_5EF27E48FC13,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0024,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x286b6a9ae16c50358ce6964b06f6c24ad65e60a7,PF_ANON_850613719C55,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0025,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2a088149132c101f8120d157e9f34a172efab61f,PF_ANON_E03AEB915312,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0026,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x30449798e61510b197b54238fa19470a72be46f5,PF_ANON_C3651B082BB7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0023,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01178,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x329088afe1d91132e2a51d1d46e9b24574577126,PF_ANON_AEE7A01528EE,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0027,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00172;F00943;F01117;F01157,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3358e64ecf49e91f123e84423c0d6895d424e6a7,PF_ANON_C50E7D436A89,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0028,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00923;F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x34002caafaebd7ce17a2c424b014ff60f844c0fc,PF_ANON_00AB70962582,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0019,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00083;F00113;F00142;F00663;F00812;F00846;F01015;F01118;F01124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x36280ec8753946132af9928da91bc1f204431eb5,PF_ANON_42AB8A5A849D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0029,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00046;F00124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x37e406f223c79715fb76402b742c55d7fdb73479,PF_ANON_A9FA7CF14F48,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0030,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00175,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3ac5f265b93c63014534893c0b6300ddfc5d2ebe,PF_ANON_03D7D2C94D8A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0031,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00081;F00097;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3baf168a54b4b166a92e973f39a6a9315552322d,PF_ANON_5C174ED3114D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0032,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00017;F00031;F00054;F00110;F00124;F00704;F00723;F00815;F00846;F00978,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3da1dd1b73ebe40141ad1b51a1ce810d2fba1405,PF_ANON_4160B94DEE7F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0033,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3e840c7ed28cee640a6c604d0b8ac9d3b8017245,PF_ANON_E383C872901D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0034,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00821,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3fc77ac54dc5b7aa4ee77cf23f2e53400df366f1,PF_ANON_DE5777B7CBAB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0035,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00039;F00072;F00213,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x436f98879a8abec170933d6c5fd23423dcac93d9,PF_ANON_D54FE67ECA6C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0036,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00023;F00465,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x438f67c2aa7ff150352295dcb190c19fb6672ad5,PF_ANON_B8F772C4E508,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0037,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x442f107801f03ce47c08bae0f8efcac84c28e0b6,PF_ANON_C2640E6DD316,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0038,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x49293098877b6f2e0e5a6178593f3197b169123c,PF_ANON_4B2EC24E9904,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0039,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x4ae24b0edee921d4cc4763efdff1662ae4972f1a,PF_ANON_42F84D74621C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0040,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x50055dc4c85b0c1f6ec8fe34b16aa059ec297896,PF_ANON_DC4AE3E49BB3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0041,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x508df091b860386c283dffd7fd74d1fa8f99ec36,PF_ANON_BD308EB90FC7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0042,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00097,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x528a52d95aeb693b409b11381d48cb0a9e515f14,PF_ANON_FF760A624794,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0043,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x532fe05a23c1f9fe1e93ae63f5b99253b2480931,PF_ANON_4BAC29034352,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0044,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00143;F00191;F00208,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x53812282aa0e79e790a0758eb2395e9ecaa2ec90,PF_ANON_5AD7DA1360F8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0045,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x56ae8cfa557f2823adbb962ed72f1757247a35ab,PF_ANON_E511F92D376B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0046,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00821,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x575bb2c1d0f74e9d75713b2cdeaf826356ada3d2,PF_ANON_975BA8E00AA3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0047,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00031;F00117;F00149;F00841,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x57832717d0f671c17c79bd0ad23f05a5b1a65270,PF_ANON_05C8D20CBDC5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0013,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00006;F00121;F00187;F00188;F00189;F00195,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5844a543986b7a5e6d2da9b1a68d462227fe0ebb,PF_ANON_2C4B28513341,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0048,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x591420a265e2e796c22e1264237eb1456679cd7f,PF_ANON_1F6106F0C183,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0049,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00011;F00022;F00205;F00782;F00897,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5972fb985276f061e6ae9ef78a789b8ed089cbd0,PF_ANON_9E48237309C7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0050,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00701;F01033;F01320;F01329,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5a7fc11397e9a8ad41bf10bf13f22b0a63f96f6d,PF_AMBIRE,EXCLUDED,https://github.com/AmbireTech/ambire-common/blob/v2/src/consts/deploy.ts#L18;https://github.com/AmbireTech/ambire-common/blob/v2/contracts/AmbireAccount7702.sol,Official Ambire repository maps EIP_7702_AMBIRE_ACCOUNT to this address and contains the implementation source; this project was used during legitimate-control method development,NONE,Ambire_EIP7702Account,CODEX_PUBLIC_PROVENANCE_AUDIT_2026_08_04,KNOWN_DEVELOPMENT_CONTROL_PROJECT_METHOD_SELECTION_CONTAMINATION
ethereum:0x5a85f443b34b079d2065ceb6289f02aadae7b041,PF_ANON_C46E424537A0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0052,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00351,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5ad18e609d9fcc75bce67b8fb8e9f033af9fdd16,PF_ANON_43E8CC841757,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0053,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5c3ffa4e5d044ece95cd2136b11ba8e19cf2e315,PF_ANON_DD5BDE266555,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0054,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01283,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5c7fc9439fd67cbcc3cfd61917c5953847f342f1,PF_ANON_FDF7EF676711,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0055,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5e9743bb24e0882e2e2516afa617b6f6c71634ef,PF_ANON_043191459342,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0056,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5f9958c407da8884ae677bf63c4b07e3fe517c0f,PF_ANON_9E591C3A7DFA,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0057,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01040,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
