chain,address,evidence_path,llm_proposed_label,llm_confidence,llm_risk_categories,llm_summary,llm_uncertainties,explorer_link,decision,final_label,final_confidence,corrected_risk_categories,comment
ethereum,0x000000d431c6af6dbc651184c9c8abf98462789b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x000000d431c6af6dbc651184c9c8abf98462789b.json,R2,low,token_movement_capability,"0x000000d431c6af6dbc651184c9c8abf98462789b exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x000000d431c6af6dbc651184c9c8abf98462789b,,,,,
ethereum,0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982.json,R2,low,token_movement_capability,"0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x0000886f49de8c71a20f7f8cd681e2b8f0bb2982,,,,,
ethereum,0x0000fb7702036ff9f76044a501ac1aa74cbab16b,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0000fb7702036ff9f76044a501ac1aa74cbab16b.json,B,high,,0x0000fb7702036ff9f76044a501ac1aa74cbab16b: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x0000fb7702036ff9f76044a501ac1aa74cbab16b,,,,,
ethereum,0x0055079c877f564f9f624a7b81a3479d8fd05500,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0055079c877f564f9f624a7b81a3479d8fd05500.json,B,high,,0x0055079c877f564f9f624a7b81a3479d8fd05500: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x0055079c877f564f9f624a7b81a3479d8fd05500,,,,,
ethereum,0x00bc0518486fda00d64ced8dad163e736939f3d6,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x00bc0518486fda00d64ced8dad163e736939f3d6.json,B,medium,,0x00bc0518486fda00d64ced8dad163e736939f3d6: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x00bc0518486fda00d64ced8dad163e736939f3d6,,,,,
ethereum,0x02102444bd6065f32485abae024ebb93ee907e0c,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x02102444bd6065f32485abae024ebb93ee907e0c.json,R1,low,destructive_capability_selfdestruct,"0x02102444bd6065f32485abae024ebb93ee907e0c's disassembly contains 1 apparent SELFDESTRUCT instruction(s) with no ownership/admin selector detected anywhere in the bytecode, i.e. no static evidence of an access-control gate on this capability -- flagged R1 despite low confidence because of the disassembler caveat above.","Linear-sweep disassembly (no jump-target/CFG validation) can misdecode data bytes -- e.g. CBOR metadata, PUSH immediates, or padding -- as opcodes including SELFDESTRUCT (0xFF). This SELFDESTRUCT count is not confirmed to be reachable code.",https://etherscan.io/address/0x02102444bd6065f32485abae024ebb93ee907e0c,,,,,
ethereum,0x0277aeea43656c969b3ed23e9700b52e1f94ed46,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0277aeea43656c969b3ed23e9700b52e1f94ed46.json,R2,low,token_movement_capability,"0x0277aeea43656c969b3ed23e9700b52e1f94ed46 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x0277aeea43656c969b3ed23e9700b52e1f94ed46,,,,,
ethereum,0x027f5eed8c0f8b9d8e68f60dc437175af7b52ff9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x027f5eed8c0f8b9d8e68f60dc437175af7b52ff9.json,B,medium,,0x027f5eed8c0f8b9d8e68f60dc437175af7b52ff9: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x027f5eed8c0f8b9d8e68f60dc437175af7b52ff9,,,,,
ethereum,0x029901e77902e3656ee7b207d04df5330c4450c7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x029901e77902e3656ee7b207d04df5330c4450c7.json,B,medium,,0x029901e77902e3656ee7b207d04df5330c4450c7: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x029901e77902e3656ee7b207d04df5330c4450c7,,,,,
ethereum,0x030ad3186a697ac74a9b59ad207d786af84e34f9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x030ad3186a697ac74a9b59ad207d786af84e34f9.json,R2,low,token_movement_capability,"0x030ad3186a697ac74a9b59ad207d786af84e34f9 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x030ad3186a697ac74a9b59ad207d786af84e34f9,,,,,
ethereum,0x034304c387dd5bd1d129ccfc26680a8d2594db2a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x034304c387dd5bd1d129ccfc26680a8d2594db2a.json,B,medium,,0x034304c387dd5bd1d129ccfc26680a8d2594db2a: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x034304c387dd5bd1d129ccfc26680a8d2594db2a,,,,,
ethereum,0x0389c8a646b5b5b529995531474abba9c2d90115,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0389c8a646b5b5b529995531474abba9c2d90115.json,R2,low,unresolved_proxy_delegatecall; ownership_admin_capability,"0x0389c8a646b5b5b529995531474abba9c2d90115 exposes unresolved_proxy_delegatecall, ownership_admin_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state. | Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.",https://etherscan.io/address/0x0389c8a646b5b5b529995531474abba9c2d90115,,,,,
ethereum,0x03a46a241aa7073552652032aba85be46f647795,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x03a46a241aa7073552652032aba85be46f647795.json,B,medium,,0x03a46a241aa7073552652032aba85be46f647795: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x03a46a241aa7073552652032aba85be46f647795,,,,,
ethereum,0x043600008d6a1d7811a99bb1299f61825bf5f2d7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x043600008d6a1d7811a99bb1299f61825bf5f2d7.json,B,medium,,0x043600008d6a1d7811a99bb1299f61825bf5f2d7: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x043600008d6a1d7811a99bb1299f61825bf5f2d7,,,,,
ethereum,0x0506d2d12569867dec66c12d43b9b253e9214fab,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0506d2d12569867dec66c12d43b9b253e9214fab.json,R2,low,token_movement_capability,"0x0506d2d12569867dec66c12d43b9b253e9214fab exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x0506d2d12569867dec66c12d43b9b253e9214fab,,,,,
ethereum,0x057360cb7b9f6709fb2863fc18b39f444037ced5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x057360cb7b9f6709fb2863fc18b39f444037ced5.json,R2,low,token_movement_capability,"0x057360cb7b9f6709fb2863fc18b39f444037ced5 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x057360cb7b9f6709fb2863fc18b39f444037ced5,,,,,
ethereum,0x057c92bd351f01573d6ca9dfe23035f1b7aa9147,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x057c92bd351f01573d6ca9dfe23035f1b7aa9147.json,B,high,,0x057c92bd351f01573d6ca9dfe23035f1b7aa9147: no security-relevant capability was identified from the available static evidence.,,https://etherscan.io/address/0x057c92bd351f01573d6ca9dfe23035f1b7aa9147,,,,,
ethereum,0x0593b065bdf6d60630a16d7900b3066c57b1f4ce,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0593b065bdf6d60630a16d7900b3066c57b1f4ce.json,B,medium,,0x0593b065bdf6d60630a16d7900b3066c57b1f4ce: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x0593b065bdf6d60630a16d7900b3066c57b1f4ce,,,,,
ethereum,0x05ae73c5925d843864ae6f261f3175de2ebcd963,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x05ae73c5925d843864ae6f261f3175de2ebcd963.json,R2,low,token_movement_capability,"0x05ae73c5925d843864ae6f261f3175de2ebcd963 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x05ae73c5925d843864ae6f261f3175de2ebcd963,,,,,
ethereum,0x05de2ef4c528409fd6c6f67354f32d09964136bb,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x05de2ef4c528409fd6c6f67354f32d09964136bb.json,R2,low,token_movement_capability,"0x05de2ef4c528409fd6c6f67354f32d09964136bb exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x05de2ef4c528409fd6c6f67354f32d09964136bb,,,,,
ethereum,0x05fe64ffe5b93bb35af04f94d2631929a4410c1a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x05fe64ffe5b93bb35af04f94d2631929a4410c1a.json,R2,low,token_movement_capability,"0x05fe64ffe5b93bb35af04f94d2631929a4410c1a exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x05fe64ffe5b93bb35af04f94d2631929a4410c1a,,,,,
ethereum,0x06467f4c351c9dcbe6e07645e50125cc049ddee8,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x06467f4c351c9dcbe6e07645e50125cc049ddee8.json,R2,low,token_movement_capability,"0x06467f4c351c9dcbe6e07645e50125cc049ddee8 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x06467f4c351c9dcbe6e07645e50125cc049ddee8,,,,,
ethereum,0x064f5c540e81c5c72c3542f785eecffd9e54aed7,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x064f5c540e81c5c72c3542f785eecffd9e54aed7.json,R2,low,token_movement_capability,"0x064f5c540e81c5c72c3542f785eecffd9e54aed7 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x064f5c540e81c5c72c3542f785eecffd9e54aed7,,,,,
ethereum,0x068e4fec0c3e7f83f646ec3d9b8028521180464a,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x068e4fec0c3e7f83f646ec3d9b8028521180464a.json,R2,low,token_movement_capability,"0x068e4fec0c3e7f83f646ec3d9b8028521180464a exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x068e4fec0c3e7f83f646ec3d9b8028521180464a,,,,,
ethereum,0x0786e216d94b5dae9bd0cc502c07c6f774808c93,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0786e216d94b5dae9bd0cc502c07c6f774808c93.json,R2,medium,unresolved_proxy_delegatecall,"0x0786e216d94b5dae9bd0cc502c07c6f774808c93 exposes unresolved_proxy_delegatecall based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.","DELEGATECALL target(s) were not statically resolved to a fixed, verifiable address; exploitability depends on what code the delegate proxies to, which can change (upgradeable proxy) or depend on runtime state.",https://etherscan.io/address/0x0786e216d94b5dae9bd0cc502c07c6f774808c93,,,,,
ethereum,0x07917783be7a2cfc2cae7fe20c17ff9ae1c7b7cc,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x07917783be7a2cfc2cae7fe20c17ff9ae1c7b7cc.json,R2,low,ownership_admin_capability; token_movement_capability,"0x07917783be7a2cfc2cae7fe20c17ff9ae1c7b7cc exposes ownership_admin_capability, token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Selector presence does not establish that this function is access-controlled -- no guard/reachability analysis was performed. | Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x07917783be7a2cfc2cae7fe20c17ff9ae1c7b7cc,,,,,
ethereum,0x079596b325d8d3b776ab304eb4b3ffe993a3abe9,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x079596b325d8d3b776ab304eb4b3ffe993a3abe9.json,R2,low,token_movement_capability,"0x079596b325d8d3b776ab304eb4b3ffe993a3abe9 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x079596b325d8d3b776ab304eb4b3ffe993a3abe9,,,,,
ethereum,0x07ad2cb96d87565796e173b9a07f088ee779c59e,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x07ad2cb96d87565796e173b9a07f088ee779c59e.json,R2,low,token_movement_capability,"0x07ad2cb96d87565796e173b9a07f088ee779c59e exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x07ad2cb96d87565796e173b9a07f088ee779c59e,,,,,
ethereum,0x07e24e265de698fb3b2b02315f70154619a184b0,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x07e24e265de698fb3b2b02315f70154619a184b0.json,B,medium,,0x07e24e265de698fb3b2b02315f70154619a184b0: no security-relevant capability was identified from the available static evidence.,No verified source was found on Sourcify; this conclusion rests on bytecode-derived static evidence only.,https://etherscan.io/address/0x07e24e265de698fb3b2b02315f70154619a184b0,,,,,
ethereum,0x07f1abed005fef7f9cf6bad23bdc8fd85e93f3d5,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x07f1abed005fef7f9cf6bad23bdc8fd85e93f3d5.json,R2,low,token_movement_capability,"0x07f1abed005fef7f9cf6bad23bdc8fd85e93f3d5 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x07f1abed005fef7f9cf6bad23bdc8fd85e93f3d5,,,,,
ethereum,0x08a48a3ab05d0a6590c8efaf3f16d4245fa3363d,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x08a48a3ab05d0a6590c8efaf3f16d4245fa3363d.json,R2,low,token_movement_capability,"0x08a48a3ab05d0a6590c8efaf3f16d4245fa3363d exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x08a48a3ab05d0a6590c8efaf3f16d4245fa3363d,,,,,
ethereum,0x08bf3aa11cf3063ae49c9383e74eb72b3329aa24,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x08bf3aa11cf3063ae49c9383e74eb72b3329aa24.json,R1,low,destructive_capability_selfdestruct,"0x08bf3aa11cf3063ae49c9383e74eb72b3329aa24's disassembly contains 1 apparent SELFDESTRUCT instruction(s) with no ownership/admin selector detected anywhere in the bytecode, i.e. no static evidence of an access-control gate on this capability -- flagged R1 despite low confidence because of the disassembler caveat above.","Linear-sweep disassembly (no jump-target/CFG validation) can misdecode data bytes -- e.g. CBOR metadata, PUSH immediates, or padding -- as opcodes including SELFDESTRUCT (0xFF). This SELFDESTRUCT count is not confirmed to be reachable code.",https://etherscan.io/address/0x08bf3aa11cf3063ae49c9383e74eb72b3329aa24,,,,,
ethereum,0x096965cceb716c99256a0fe5994873c184a8b1a6,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x096965cceb716c99256a0fe5994873c184a8b1a6.json,R2,low,token_movement_capability,"0x096965cceb716c99256a0fe5994873c184a8b1a6 exposes token_movement_capability based on static evidence; actual exploitability depends on access-control state, proxy target, or further analysis not performed here.",Whether token-movement functions are gated to an authorized caller (e.g. the delegating EOA itself via an execute()-style dispatcher) cannot be determined from selector presence alone. | No verified source was found on Sourcify to corroborate bytecode-derived evidence.,https://etherscan.io/address/0x096965cceb716c99256a0fe5994873c184a8b1a6,,,,,
