item_id,postcutoff_project_family_id,provenance_status,evidence_reference,evidence_notes,related_canonical_family_ids,related_control_projects,auditor_id,exclusion_reason
ethereum:0x0e51fd1cb32e7bf563d32889daa5bc6dd01bf390,PF_ANON_EAD6DE4FEF4C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0011,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00027;F00039;F00072;F00213;F00845;F00987,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x0eeac05b466f24b56e97c00b2b7194a037e8b1c5,PF_ANON_20AA5B402725,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0012,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x10f2bec74f9459a875094f49dc2ec2c336af9a51,PF_ANON_FDB84F7D93ED,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0013,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x129541f53534def750220b2b160c5c1beb305950,PF_ANON_65294B50A483,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0014,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F01009,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x13c43de5464d36ae6cf54f6ca3a785e05c52fca0,PF_ANON_05668178E215,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0015,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x169f7754f731d9ab583578bc6a7c869782717c0c,PF_ANON_8F5015D9DB38,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0016,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01020,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1aa15d2c1683e8f831376a4a855e5017fba97f41,PF_ANON_38DACF52EF35,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0017,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00059,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1d8199e344ddf1f852c93c396a0401e919f6b450,PF_ANON_4B73B02315EF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0007,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00097;F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1f0cbf6df751f7b86980000dbd2bd0426878454b,PF_ANON_A4FDA4193F8F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0018,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00030;F00068;F00128;F00139;F00144;F00664;F00859;F00923;F01270;F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x1f760b5dfe50b7b4e33533571b3cd82ee58b2d89,PF_ANON_080E41D30E60,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0019,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x211aea658c4f2492a7586b65299f1dccf2cd66d0,PF_ANON_C12A71323728,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0020,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x213fc223f2e7e1ec29a0d18bb950f9a431a5b112,PF_ANON_C80910307269,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0021,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00097,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x232830c9889435ed44935fd19f2989f1f380a4d7,PF_ANON_4583C2C89332,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0022,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x23875aa0ead846c3e0b47337d9bb8a8e537dea72,PF_ANON_B24FDFBBE20B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0023,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01188,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x242e809094f7fa83763119988d84e4f4d9528713,PF_ANON_61117006B8A0,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0024,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x268fd06baf8b4198c210a122aa7ff328f1f33233,PF_ANON_02BB4303B3F8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0025,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00862;F00968,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2726e47cbe369d21b6fcb4a5000697f726e3bef1,PF_ANON_C4BB90E16199,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0026,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00084;F00135;F00892;F01164;F01271,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x27752000c3504d3fec86d50af91f02bc013ec95e,PF_ANON_5B2ACEFB952E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0027,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2969d076bfb296e2ff3f4d26043457e47b01f6c7,PF_ANON_BA621C19D413,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0028,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00701;F01033;F01320;F01329,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2a6eec61006626b12f1bdccaa409487ed6f47bad,PF_ANON_AC63AD06F2AD,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0029,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2c6143ff3cadde88d652f1e644b09e9f3f7aa41a,PF_ANON_8418F2B70C51,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0030,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00067,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2e5d4f3751ed2f7b4e180143cf5e352043042e3b,PF_ANON_CBD83D7B2B00,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0031,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2e9a1e3401c708e07fcb840de2df828783ea2c2a,PF_ANON_706A43A692BB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0032,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x2fabea3f4cb4177eb870b27415a6f9671ce347a2,PF_ANON_A64F73A85DA2,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0033,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00017;F00031;F00809;F00887,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3079d3868ff6ed1f84cf8ca764b319844042f944,PF_ANON_E6D3C731679E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0034,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x310fb93d147888fccbc6a41f59195ecd96843907,PF_ANON_DEF19FAE487B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0035,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01050;F01219,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x34da365753049124461b347af2b1bcd5be9dbf64,PF_ANON_2881447CF4A1,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0036,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00036;F00054;F00063;F00180;F00807,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x36d098ba5fff034332fcafc53366354343e735ae,PF_ANON_02BB4303B3F8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0025,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00862;F00968,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x38065b4e87f64b77d5c943b6568372864b7e63c8,PF_ANON_739630587D6A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0037,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x399fbfea9fce84e57976c5c57d6ce7725a7f96f4,PF_ANON_08F7002C34FB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0038,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3a82e647f19bfc9072f42561df9178897b0c4ae6,PF_ANON_0A579AC998EA,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0039,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00892,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3d965cfdda791589ccab955498d509f2f7e30b79,PF_ANON_9D1836332865,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0040,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01161,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x3ed18d51c2ad302737b89f66c06ef47eb0d6257d,PF_ANON_93FBB2E92CEB,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0041,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x47c603a58a1d3f24a8faf6ae80ec722235cfbbb9,PF_ANON_3A165A62A811,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0042,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x47ccf6cba8b6bf9a57b64222edf6cc392222f2e0,PF_ANON_029C5AC062F8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0043,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x486f25007488d69c2ee67e0c11e2d64d40cea83b,PF_ANON_2A0064045856,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0044,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00824,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x4cb9a906b1d3ff669e08bac2effa92c51e0e2e1b,PF_ANON_43600D46D480,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0045,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00923;F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x4fc81313806ae594045d967f88ef936f7f041133,PF_ANON_7890F24C70AF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0046,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01137,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x543acb4bb10512e57d689a101f0952b90bf1fa71,PF_ANON_2A1C2684E7BD,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0047,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x54d3e802c4c8c45f9d273b7f1d1255c37fa3d7dc,PF_ANON_716B471BA637,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0048,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00124;F01030;F01122,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x56aa15ae741903eae7ba1f7207318ee28965ab8d,PF_ANON_F684CDD71974,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0049,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x56ef4d420533e3c4c7e79c64d1f958aa89d2c3a9,PF_ANON_22BCE8155073,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0050,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00094;F00183,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5731889c08a2bb36fa8ae15f90a71bec8320eb78,PF_ANON_4CD87117E1F5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0051,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F00902;F00953;F01234;F01243,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x57733a1a6aa268c262d33995864272f5e312c663,PF_ANON_F8EB91396229,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0052,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00013;F00037,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x58a309b4601809dc45a58cb2c159972e955b9d6a,PF_ANON_EC44ED60A662,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0053,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00031;F00124;F00132;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x59d3ee3563a4d7e3b631af80538dacbfff1ab775,PF_ANON_B862E74A7598,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0054,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5b963a425cc0a498f2ee1e38066a2d891db6af62,PF_ANON_31E1944767F4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0055,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5c55336390029a3fb05c1a0655462ae8fc60ca4c,PF_ANON_0DB6AD149B18,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0056,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5daebc0ccaf4070211984d33fc45a2f313f07199,PF_ANON_B71DB5FBB373,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0057,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5e6d47ae6c032d115fd752ca95650cfc516c6493,PF_ANON_306B3C6D9B82,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0058,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00786;F00806;F00966;F01146;F01166,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5e75977099a2b2828eb7a9f0cb5d0fcc403049ba,PF_ANON_B9E592CFB028,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0059,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00083;F00113;F00142;F01015;F01028,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0x5f26f70128e32eca6e1d4a58dd4cb26532affcc7,PF_ANON_EAD6DE4FEF4C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/confirmatory_snapshot/confirmatory_conservative_family_link_evidence.csv#cluster=D0011,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00027;F00039;F00072;F00213;F00845;F00987,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
